"Months.On.Production","API","Product.per.day..normalized.Oil","Product.per.day..normalized.Gas"
5,"4228335921",79.1,530.2
6,"4228335921",52,173.5
1,"4228335920",165.5,20
2,"4228335920",470.8,356.1
3,"4228335920",242,862.5
4,"4228335920",186.2,615.4
5,"4228335920",118.9,786.4
6,"4228335920",51.9,340.3
1,"4228335919",175.6,20
2,"4228335919",523.5,423
3,"4228335919",175.9,521.6
4,"4228335919",125.1,386.8
5,"4228335919",94.4,515.3
6,"4228335919",25.3,149.6
1,"4228335918",131.7,20
2,"4228335918",340.1,309.5
3,"4228335918",195.6,653.6
4,"4228335918",148.5,504.4
5,"4228335918",77.1,68
6,"4228335918",60.6,548.1
1,"4228335867",8.3,20
2,"4228335867",53.7,20
3,"4228335867",111.2,20
4,"4228335867",103.5,20
5,"4228335867",95.4,26.3
6,"4228335867",2,20
1,"4228335865",194.6,20
2,"4228335865",51.5,43.9
3,"4228335865",103,215.2
4,"4228335865",71.5,195.2
5,"4228335865",2.1,20
6,"4228335865",28.1,20
1,"4228335866",194.7,20
2,"4228335866",92.1,196.6
3,"4228335866",133.7,168.3
4,"4228335866",67.6,139.5
5,"4228335866",27.6,36.6
6,"4228335866",4.8,20
1,"4225535393",264.6,525.8
2,"4225535393",444,1239.7
3,"4225535393",278.6,1150.4
4,"4225535393",226.6,838.9
5,"4225535393",201.2,515.4
6,"4225535393",185.7,268.5
1,"4225535210",305.4,790.1
2,"4225535210",512.3,1860.5
3,"4225535210",321.4,1720.4
4,"4225535210",261.1,1251.5
5,"4225535210",231.4,767
6,"4225535210",213.5,398.6
1,"4225535212",2,20
2,"4225535212",11,20
3,"4225535212",7.7,20
4,"4225535212",7.9,20
5,"4225535212",7.4,20
6,"4225535212",8.1,20
1,"4225535211",2,20
2,"4225535211",9.7,20
3,"4225535211",6.8,20
4,"4225535211",7,20
5,"4225535211",6.5,20
6,"4225535211",5.9,20
1,"4225532673",142.4,20
2,"4225532673",137.5,20
3,"4225532673",94.5,20
4,"4225532673",73.6,20
5,"4225532673",63.8,20
6,"4225532673",55.9,20
1,"4225533044",399.8,684
2,"4225533044",585.5,1005.1
3,"4225533044",427.4,773.9
4,"4225533044",335.4,639.3
5,"4225533044",287.4,515.3
6,"4225533044",255.6,468.7
1,"4225532505",73.2,183.3
2,"4225532505",515.2,1067.1
3,"4225532505",308.5,589.9
4,"4225532505",219.3,453.7
5,"4225532505",188.9,445.5
6,"4225532505",157.8,306.7
1,"4225534577",704.5,1102.5
2,"4225534577",998.1,1587
3,"4225534577",1153.4,1718.7
4,"4225534577",1038.9,1577.8
5,"4225534577",945,1433.8
6,"4225534577",3.2,1193.3
1,"4225533657",698,725.3
2,"4225533657",837.9,722.9
3,"4225533657",660.5,682.3
4,"4225533657",555.6,511.2
5,"4225533657",581.6,485.8
6,"4225533657",532.8,405.5
1,"4225533656",577.3,466.3
2,"4225533656",646.4,642
3,"4225533656",711.6,606.1
4,"4225533656",590.5,704.2
5,"4225533656",522.8,649.6
6,"4225533656",576.1,759.9
1,"4225531859",113.6,103.5
2,"4225531859",468.4,473.4
3,"4225531859",779.2,787.3
4,"4225531859",952.4,943.8
5,"4225531859",918.5,926.4
6,"4225531859",770,723.5
1,"4225531841",127.6,118.7
2,"4225531841",432.3,442.2
3,"4225531841",724.3,723.4
4,"4225531841",891.2,853.3
5,"4225531841",865.3,824.2
6,"4225531841",730.4,633.2
1,"4225531784",307.4,237.8
2,"4225531784",645.4,723
3,"4225531784",559.3,758.8
4,"4225531784",513.9,671
5,"4225531784",253.5,418.2
6,"4225531784",296.6,582.6
1,"4225535123",1298.7,1743.4
2,"4225535123",1791.4,2939.5
3,"4225535123",34.8,20
4,"4225535123",58.8,53
5,"4225535123",55.6,37.5
6,"4225535123",116.5,205.6
1,"4225535122",1337.6,1721.2
2,"4225535122",1861.9,3047.1
3,"4225535122",36.1,20
4,"4225535122",61.1,54.9
5,"4225535122",57.8,38.9
6,"4225535122",121.1,213.1
1,"4225534103",171.7,159
2,"4225534103",2076.6,3217.4
3,"4225534103",1247.3,2104.9
4,"4225534103",1732.6,2816.7
5,"4225534103",1551.7,2915
6,"4225534103",1245.2,3181.7
1,"4225534095",177.9,134.3
2,"4225534095",2178.4,2721.9
3,"4225534095",1349.9,1787.5
4,"4225534095",1936.7,2401.5
5,"4225534095",1791.4,2495.2
6,"4225534095",1484.7,2734.2
1,"4225534104",108,129.8
2,"4225534104",2071.5,1813.5
3,"4225534104",1735.7,1735.3
4,"4225534104",1216.8,1277.3
5,"4225534104",1014.3,1195.8
6,"4225534104",788.9,1109
1,"4225534093",609.7,467.5
2,"4225534093",2033.3,1143
3,"4225534093",1639.4,1111.3
4,"4225534093",1104.2,831.7
5,"4225534093",884.5,791.6
6,"4225534093",661.1,746.3
1,"4225532954",523.5,473.9
2,"4225532954",2018.9,2378.6
3,"4225532954",1776.1,2383.8
4,"4225532954",1454.9,1911.4
5,"4225532954",1210.8,1810.7
6,"4225532954",1031.3,1565.8
1,"4225531829",262.3,884.7
2,"4225531829",644,2311.9
3,"4225531829",648.2,2386.9
4,"4225531829",538.6,1932.5
5,"4225531829",424.6,1542
6,"4225531829",300.1,1040.3
1,"4225531820",300.2,1147.1
2,"4225531820",619.1,2630
3,"4225531820",536.3,2306.8
4,"4225531820",519.1,2144.7
5,"4225531820",611.8,2638.9
6,"4225531820",566.7,2509.8
1,"4225531677",79.9,20
2,"4225531677",2,20
3,"4225531677",244.3,1525.5
4,"4225531677",506.2,4065.3
5,"4225531677",403.9,3332.5
6,"4225531677",228.1,1905.8
1,"4225531719",52.2,327.4
2,"4225531719",594.4,3314.1
3,"4225531719",644.1,4457.1
4,"4225531719",465.3,3088.3
5,"4225531719",275.7,2036
6,"4225531719",226.4,1680.6
1,"4225533552",563.6,403.4
2,"4225533552",822,698.5
3,"4225533552",675.8,637.2
4,"4225533552",494.7,459.6
5,"4225533552",466,439.4
6,"4225533552",420.8,407.4
1,"4225533580",613.7,611.6
2,"4225533580",902,1055.4
3,"4225533580",747.1,959.5
4,"4225533580",550.9,689.9
5,"4225533580",523,657.2
6,"4225533580",475.8,607.3
1,"4225533551",299.3,285.4
2,"4225533551",689.9,786.3
3,"4225533551",578.8,701.1
4,"4225533551",432.3,494.5
5,"4225533551",415.8,461.7
6,"4225533551",383.4,418.3
1,"4228334660",21.7,20
2,"4228334660",401.1,416
3,"4228334660",568.8,799.5
4,"4228334660",478.4,722.6
5,"4228334660",353.5,627.2
6,"4228334660",359.5,557.5
1,"4228334661",17.1,20
2,"4228334661",433.8,271.1
3,"4228334661",496.5,362.4
4,"4228334661",427.2,308.2
5,"4228334661",397.8,287.2
6,"4228334661",315,224.1
1,"4231136057",291.5,72
2,"4231136057",195.5,74.7
3,"4231136057",143.2,59.2
4,"4231136057",139.2,41.5
5,"4231136057",115.6,52.3
6,"4231136057",110.1,59
1,"4231136056",595.3,274.5
2,"4231136056",272.8,100.6
3,"4231136056",167.5,92.3
4,"4231136056",123.7,71.5
5,"4231136056",121.2,49.1
6,"4231136056",101.5,60.5
1,"4231135882",15.5,20
2,"4231135882",205.2,105.9
3,"4231135882",150.2,61.4
4,"4231135882",53.2,30.9
5,"4231135882",29.6,20
6,"4231135882",26.3,20
1,"4231135423",97.9,46
2,"4231135423",62.5,31.8
3,"4231135423",40.9,26.5
4,"4231135423",159.6,71.8
5,"4231135423",154.3,85.7
6,"4231135423",146.3,161.8
1,"4231135413",180.6,171.5
2,"4231135413",149.8,103.1
3,"4231135413",59.8,36.5
4,"4231135413",36,20.5
5,"4231135413",30.4,22.6
6,"4231135413",152.7,80.9
1,"4231136018",263.1,193.1
2,"4231136018",285.4,237.3
3,"4231136018",263.4,170.1
4,"4231136018",201,154.1
5,"4231136018",129.6,104.4
6,"4231136018",112.4,71
1,"4231136019",337.8,195
2,"4231136019",388.4,220.5
3,"4231136019",225,150.7
4,"4231136019",178.4,153.2
5,"4231136019",93.7,63.8
6,"4231136019",167.2,102.1
1,"4228334781",65.3,29.8
2,"4228334781",556.9,287.5
3,"4228334781",384.8,193.4
4,"4228334781",304.3,174.7
5,"4228334781",257.7,140.4
6,"4228334781",199.4,155.4
1,"4228334782",76.7,42.3
2,"4228334782",535.9,339.3
3,"4228334782",413.8,271.7
4,"4228334782",365.5,292.2
5,"4228334782",346.5,280.3
6,"4228334782",298.4,367.4
1,"4228334752",299.2,106.7
2,"4228334752",585.4,285.7
3,"4228334752",154.7,65.4
4,"4228334752",465.1,245
5,"4228334752",369.9,196.2
6,"4228334752",336.6,211
1,"4228334750",296.1,98.5
2,"4228334750",457.3,238.2
3,"4228334750",118.5,54.5
4,"4228334750",349.7,204.3
5,"4228334750",272.9,163.6
6,"4228334750",243.5,176
1,"4228333861",214.7,62.2
2,"4228333861",290.9,84.2
3,"4228333861",232.2,108.6
4,"4228333861",128.2,93.9
5,"4228333861",178.7,99.8
6,"4228333861",169.6,130.2
1,"4228333860",278.9,68.8
2,"4228333860",281.8,106.3
3,"4228333860",151.8,91.6
4,"4228333860",206.4,97.1
5,"4228333860",191,126.3
6,"4228333860",163.4,143
1,"4231135179",165.6,110.5
2,"4231135179",177.2,111.5
3,"4231135179",176.7,121.6
4,"4231135179",138.2,102.2
5,"4231135179",156.9,82.1
6,"4231135179",192.7,84.6
1,"4231135180",77.7,57
2,"4231135180",167.9,118.3
3,"4231135180",170.1,128.2
4,"4231135180",135.1,107
5,"4231135180",155.8,85.4
6,"4231135180",194.3,87.5
1,"4231135167",90.6,62.5
2,"4231135167",193.1,128.3
3,"4231135167",185.2,133.8
4,"4231135167",139.1,107.4
5,"4231135167",151.9,82.5
6,"4231135167",179.2,81.3
1,"4231135166",95.7,42.9
2,"4231135166",191.2,84.6
3,"4231135166",185.5,98
4,"4231135166",141.1,87.4
5,"4231135166",155.9,74.5
6,"4231135166",186.2,81.6
1,"4228333692",46.2,30.2
2,"4228333692",268.4,178.3
3,"4228333692",217.4,236
4,"4228333692",121.8,209.5
5,"4228333692",172.5,228.6
6,"4228333692",166.1,306.2
1,"4228333691",304.4,213.5
2,"4228333691",295.1,315.1
3,"4228333691",155.8,259
4,"4228333691",207.7,261.7
5,"4228333691",188.4,324.5
6,"4228333691",158,350.2
1,"4228333690",136.8,29.7
2,"4228333690",391.2,85.1
3,"4228333690",300.1,104.2
4,"4228333690",159.1,85.4
5,"4228333690",212.9,86.1
6,"4228333690",2,106.4
1,"4228333689",119.5,22.4
2,"4228333689",291.1,55.9
3,"4228333689",217.5,71
4,"4228333689",112.1,60.4
5,"4228333689",145.9,63.2
6,"4228333689",129.3,81.1
1,"4231135062",98.9,47.9
2,"4231135062",151.7,71.7
3,"4231135062",161.4,86.4
4,"4231135062",134.8,80.3
5,"4231135062",2,71.3
6,"4231135062",2,81.2
1,"4231135059",117.7,61.8
2,"4231135059",171.9,87.9
3,"4231135059",182.5,106
4,"4231135059",152.2,98.6
5,"4231135059",2,87.5
6,"4231135059",2,99.7
1,"4231135060",70.1,34.5
2,"4231135060",93.5,44.8
3,"4231135060",99.5,54
4,"4231135060",83.1,50.2
5,"4231135060",2,44.5
6,"4231135060",2,50.8
1,"4231135063",134.1,77.6
2,"4231135063",202.6,114.8
3,"4231135063",198.6,130.8
4,"4231135063",152.7,114.9
5,"4231135063",170.5,96.4
6,"4231135063",205.8,103.8
1,"4228333730",46.4,77.2
2,"4228333730",283.7,278
3,"4228333730",248.7,210.3
4,"4228333730",211.7,215.3
5,"4228333730",201.2,219.6
6,"4228333730",156.5,173.1
1,"4228333728",112.5,151.3
2,"4228333728",293.3,260.5
3,"4228333728",267,246.2
4,"4228333728",225.8,238.2
5,"4228333728",212.5,225.7
6,"4228333728",163.7,165.6
1,"4228333720",29.9,25
2,"4228333720",260,165
3,"4228333720",238.4,255.2
4,"4228333720",214.2,319.4
5,"4228333720",216.5,336.9
6,"4228333720",178.8,274.5
1,"4228333719",50,42
2,"4228333719",374.6,202
3,"4228333719",364.6,199.3
4,"4228333719",314.4,214.5
5,"4228333719",297.7,240.3
6,"4228333719",230.7,207.7
1,"4228333054",138.8,90.4
2,"4228333054",194.5,111.5
3,"4228333054",184.5,105.9
4,"4228333054",188.2,125.9
5,"4228333054",150.5,115.4
6,"4228333054",2,101
1,"4228334787",272.7,128.3
2,"4228334787",282.7,138.5
3,"4228334787",286.2,160.5
4,"4228334787",276.1,229.8
5,"4228334787",233.5,214
6,"4228334787",179.6,126.4
1,"4228333053",24,20
2,"4228333053",172.3,156.1
3,"4228333053",203.4,167.1
4,"4228333053",194.6,161.1
5,"4228333053",200.2,194.2
6,"4228333053",161.6,180.6
1,"4228334786",258.8,104.9
2,"4228334786",279.6,110.8
3,"4228334786",294.9,125.7
4,"4228334786",297,175.9
5,"4228334786",262,160.1
6,"4228334786",210.3,92.4
1,"4228333049",201.3,108.2
2,"4228333049",351.5,217.6
3,"4228333049",232.6,155.6
4,"4228333049",141.9,74.7
5,"4228333049",302,135
6,"4228333049",198.5,137.2
1,"4228334785",150.2,71.8
2,"4228334785",242.9,114.5
3,"4228334785",255.8,130.9
4,"4228334785",257.1,184.7
5,"4228334785",226.5,169.5
6,"4228334785",181.5,98.7
1,"4228333048",199.3,126.5
2,"4228333048",317.9,231.5
3,"4228333048",219.6,169.4
4,"4228333048",139.5,83
5,"4228333048",309.4,153.3
6,"4228333048",212.2,159.4
1,"4231134771",322.8,199.6
2,"4231134771",373.6,333.2
3,"4231134771",250.5,273
4,"4231134771",152.7,126.3
5,"4231134771",324.7,220.3
6,"4231134771",213.3,215.8
1,"4228334788",302,115.7
2,"4228334788",429.7,173.6
3,"4228334788",457.8,216.4
4,"4228334788",465.8,334
5,"4228334788",415.2,335.4
6,"4228334788",336.7,213.6
1,"4231134770",284.1,174.7
2,"4231134770",359.3,308.4
3,"4231134770",237.6,250.6
4,"4231134770",144.8,119.4
5,"4231134770",307.7,214.3
6,"4231134770",202,216.4
1,"4228334783",20.2,20
2,"4228334783",433.8,127.5
3,"4228334783",480.6,148
4,"4228334783",520,184.5
5,"4228334783",537.3,284.8
6,"4228334783",486.6,285.9
1,"4231134768",238.7,105.2
2,"4231134768",317.9,213
3,"4231134768",202,172.8
4,"4231134768",122.7,81.2
5,"4231134768",259.9,143.6
6,"4231134768",170.1,142.9
1,"4228334589",374,326.9
2,"4228334589",340.8,302.8
3,"4228334589",295.2,217.4
4,"4228334589",319.8,291.4
5,"4228334589",349.7,517
6,"4228334589",44.4,65.1
1,"4231134769",639.6,221.8
2,"4231134769",320.5,190.5
3,"4231134769",309.6,214.4
4,"4231134769",189.1,140
5,"4231134769",106.9,61.6
6,"4231134769",214.8,103.9
1,"4228334508",93.9,20
2,"4228334508",637.2,220
3,"4228334508",460.8,240.7
4,"4228334508",364.8,154.7
5,"4228334508",354.6,228.7
6,"4228334508",293,206.5
1,"4231134297",176.8,93.6
2,"4231134297",373.9,203.9
3,"4231134297",287.4,141.9
4,"4231134297",283.2,164.1
5,"4231134297",422.9,320.1
6,"4231134297",246.2,468.3
1,"4228334297",86.2,23.6
2,"4228334297",616.3,272.9
3,"4228334297",472.4,304.5
4,"4228334297",396.5,199.5
5,"4228334297",408.5,300.9
6,"4228334297",358.2,277.2
1,"4231135279",198.1,267
2,"4231135279",227.4,283.2
3,"4231135279",207.3,257.2
4,"4231135279",74.5,249.9
5,"4231135279",63.8,221.7
6,"4231135279",49.5,187.9
1,"4231135278",72.4,32
2,"4231135278",157.5,64.1
3,"4231135278",154.1,61.1
4,"4231135278",99.5,183.1
5,"4231135278",70.2,207.3
6,"4231135278",59.6,173.5
1,"4231135101",132.3,171.5
2,"4231135101",216.8,258.4
3,"4231135101",203.8,241.2
4,"4231135101",182.9,210.6
5,"4231135101",117.9,205.7
6,"4231135101",27.3,127.5
1,"4231135100",128.7,219.5
2,"4231135100",197.4,307.8
3,"4231135100",191.7,287.4
4,"4231135100",177.8,250.9
5,"4231135100",118.4,245.1
6,"4231135100",24.5,151.9
1,"4231135094",153.8,243.3
2,"4231135094",210.4,319.1
3,"4231135094",209.5,297.9
4,"4231135094",199,260.1
5,"4231135094",135.8,254.1
6,"4231135094",27.3,157.5
1,"4231134899",132.7,190.8
2,"4231134899",215.7,286.6
3,"4231134899",185.9,259.5
4,"4231134899",152.9,219.7
5,"4231134899",90.3,208.1
6,"4231134899",29.4,125
1,"4231134761",72.3,81.9
2,"4231134761",65.3,109.2
3,"4231134761",2,20
4,"4231134761",348,508.5
5,"4231134761",316.8,625.4
6,"4231134761",363.7,750.5
1,"4231134760",60.3,82.8
2,"4231134760",54.3,109.1
3,"4231134760",2,20
4,"4231134760",286.5,421.9
5,"4231134760",259.5,473.4
6,"4231134760",296.5,518.2
1,"4231134765",154,278
2,"4231134765",262.4,432.7
3,"4231134765",95.9,322.6
4,"4231134765",161.3,294.3
5,"4231134765",167.3,225.7
6,"4231134765",138.4,159.2
1,"4231134767",120.2,196.4
2,"4231134767",242.1,354.3
3,"4231134767",104.7,306.1
4,"4231134767",194.5,306.6
5,"4231134767",205.3,241.7
6,"4231134767",172.9,177.2
1,"4231134766",200.1,326.4
2,"4231134766",411.6,578.5
3,"4231134766",133,360.3
4,"4231134766",188.1,295.6
5,"4231134766",189.6,229
6,"4231134766",152.4,163.3
1,"4231134870",64,150.5
2,"4231134870",171.9,553.8
3,"4231134870",82.3,364
4,"4231134870",80.2,371.1
5,"4231134870",60,224.3
6,"4231134870",80.2,294.2
1,"4231134764",114.3,211.2
2,"4231134764",155.1,388.4
3,"4231134764",74.5,255.4
4,"4231134764",72.9,260.4
5,"4231134764",54.7,157.3
6,"4231134764",73.4,206.4
1,"4231134879",145.7,367.5
2,"4231134879",261.4,901.4
3,"4231134879",123.9,592.6
4,"4231134879",119.7,604.1
5,"4231134879",88.7,365.1
6,"4231134879",117.5,478.9
1,"4231134746",148.8,363
2,"4231134746",215.3,712.3
3,"4231134746",103.6,468.3
4,"4231134746",101.4,477.4
5,"4231134746",76.3,288.5
6,"4231134746",102.5,378.4
1,"4231134269",270.8,20
2,"4231134269",340.8,70.1
3,"4231134269",263.4,663.1
4,"4231134269",175.6,555.5
5,"4231134269",132.7,467.7
6,"4231134269",116.8,380
1,"4231135428",195.4,64.9
2,"4231135428",305.5,102
3,"4231135428",216.5,61.8
4,"4231135428",174,57.5
5,"4231135428",130,40.8
6,"4231135428",24.6,20
1,"4231135384",26.8,20
2,"4231135384",425.1,176
3,"4231135384",237.6,99.8
4,"4231135384",378.5,158.5
5,"4231135384",273.3,97
6,"4231135384",223.9,91.3
1,"4231135332",96.6,85.6
2,"4231135332",265.7,149.8
3,"4231135332",165,85.1
4,"4231135332",159.7,116.3
5,"4231135332",124.4,101.8
6,"4231135332",113.2,113
1,"4231134935",14.7,76.3
2,"4231134935",23.8,200
3,"4231134935",214,531.7
4,"4231134935",158.9,528
5,"4231134935",136.2,406.8
6,"4231134935",112.5,380.8
1,"4231134936",7.4,27.2
2,"4231134936",14.7,76.3
3,"4231134936",24,194.9
4,"4231134936",346.7,312
5,"4231134936",288.9,345.8
6,"4231134936",243.3,283.5
1,"4231134545",7.4,27.2
2,"4231134545",14.7,76.3
3,"4231134545",2,20
4,"4231134545",2,20
5,"4231134545",2,20
6,"4231134545",2,20
1,"4231134232",45.8,20
2,"4231134232",235.6,359.8
3,"4231134232",103.2,324.5
4,"4231134232",86.7,125.9
5,"4231134232",71.2,141
6,"4231134232",34.8,77.3
1,"4201334691",222.2,92
2,"4201334691",264.1,120.1
3,"4201334691",208,103.6
4,"4201334691",132.6,68.1
5,"4201334691",105.8,37.2
6,"4201334691",93.1,45.4
1,"4201334692",262.2,91.5
2,"4201334692",235.1,97.6
3,"4201334692",175.4,79.5
4,"4201334692",125.9,50.6
5,"4201334692",133.2,63.1
6,"4201334692",133.6,66.1
1,"4201334606",165.5,59
2,"4201334606",92.7,47.6
3,"4201334606",158.5,75.2
4,"4201334606",154.1,88.6
5,"4201334606",121.3,68.4
6,"4201334606",86.9,50.5
1,"4201334605",184.5,56.2
2,"4201334605",139.7,59.7
3,"4201334605",179.6,74.9
4,"4201334605",169.2,86
5,"4201334605",133.2,65.9
6,"4201334605",109.6,53.1
1,"4212333003",531.8,2619.1
2,"4212333003",748.4,3717.4
3,"4212333003",453.4,2177
4,"4212333003",320,1560.4
5,"4212333003",233,945.7
6,"4212333003",204.1,1067.4
1,"4217733122",390.2,224.8
2,"4217733122",627.4,476.6
3,"4217733122",508.2,415.1
4,"4217733122",272.8,230.7
5,"4217733122",327.3,253.8
6,"4217733122",269.8,221.5
1,"4214933246",5.4,20
2,"4214933246",20.1,26.2
3,"4214933246",25.6,31.4
4,"4214933246",22.6,41.2
5,"4214933246",22.9,58.8
6,"4214933246",37.1,59.7
1,"4212332395",119.9,2764.9
2,"4212332395",156.9,3167.8
3,"4212332395",111,2083
4,"4212332395",90.3,1709.3
5,"4212332395",76.8,1435.7
6,"4212332395",70.4,1227.6
1,"4228335038",10.2,20
2,"4228335038",566.5,347.1
3,"4228335038",388.6,287.8
4,"4228335038",265.4,335.8
5,"4228335038",200.4,161.4
6,"4228335038",163.9,274.1
1,"4228335052",10,20
2,"4228335052",558.1,500.4
3,"4228335052",380.5,400.3
4,"4228335052",258.3,451.3
5,"4228335052",193.8,209.6
6,"4228335052",157.6,343.5
1,"4228333643",191.2,229.2
2,"4228333643",501.7,1124.3
3,"4228333643",177.1,536.1
4,"4228333643",282,568.8
5,"4228333643",175.4,458.6
6,"4228333643",2,429.1
1,"4228333479",231.1,231.1
2,"4228333479",618.1,807.1
3,"4228333479",205.3,354.9
4,"4228333479",306.1,374.3
5,"4228333479",178.4,300
6,"4228333479",320.5,279.1
1,"4201335497",222,355.7
2,"4201335497",848.8,1485.5
1,"4201335496",222.6,363.5
2,"4201335496",552.5,993.7
1,"4201335495",338.3,542.3
1,"4201335494",308,513.7
1,"4201335493",347.5,609
1,"4201335480",394.7,619.8
1,"4218530816",124.6,20
2,"4218530816",374.7,432.1
3,"4218530816",272,450.5
4,"4218530816",232.3,435.3
5,"4218530816",196.7,377.2
6,"4218530816",185.1,366.6
1,"4228334726",2,20
2,"4228334726",539.8,263.3
3,"4228334726",868.8,583.4
4,"4228334726",640.7,412.1
5,"4228334726",499.6,381.9
6,"4228334726",276.5,193
1,"4247942986",2,670.1
2,"4247942986",4.4,5891.4
3,"4247942986",2,5659.7
4,"4247942986",2,5146.1
5,"4247942986",2,4275.5
6,"4247942986",2,4497.8
1,"4201334531",319.1,330.4
2,"4201334531",530.5,665
3,"4201334531",374.9,544.3
4,"4201334531",244.9,351.5
5,"4201334531",157.9,390.7
6,"4201334531",141,251.1
1,"4201334534",214.6,202.9
2,"4201334534",375,489.3
3,"4201334534",287.3,503.2
4,"4201334534",217.8,374.7
5,"4201334534",163.6,472.8
6,"4201334534",169,343.1
1,"4201335108",297.5,332.3
2,"4201335108",347.6,462.7
3,"4201335108",283.2,351.6
4,"4201335108",232.7,330.7
5,"4201335108",206.5,347.4
6,"4201335108",274.5,268.4
1,"4201335111",337.2,324.5
2,"4201335111",396,439.7
3,"4201335111",321.3,344.5
4,"4201335111",262.9,334.2
5,"4201335111",232.3,361.7
6,"4201335111",70.5,287.8
1,"4201334698",509.5,498.6
2,"4201334698",510.7,727.8
3,"4201334698",347.6,652.2
4,"4201334698",247.3,570.2
5,"4201334698",187.3,564.9
6,"4201334698",147.6,510.5
1,"4201334696",573.1,466.5
2,"4201334696",692.2,689.8
3,"4201334696",547.7,597.8
4,"4201334696",452.7,505.5
5,"4201334696",351.9,373.3
6,"4201334696",239.4,171.5
1,"4201334695",36.6,20
2,"4201334695",81.9,31.5
3,"4201334695",111,48.3
4,"4201334695",103,38
5,"4201334695",99,43.9
6,"4201334695",87.5,39.7
1,"4212332752",2,20
2,"4212332752",103.6,61.1
3,"4212332752",936.3,1370.2
4,"4212332752",813.9,1364.8
5,"4212332752",602.9,1029.2
6,"4212332752",651.6,1074.1
1,"4228333147",210,270.6
